,ocf 대 유동부채,비유동장기적합률,자기자본순이익률,자기자본회전률,차입금의존도,총자본영업이익률,총자산순이익률,총자산영업이익률,총자산회전율,부도여부
14771,0.13416863618454722,133.06,8.89,3.38,17.82,4.2,0.028738304317132094,0.03943318112783016,1.165385470187365,0.0
14772,0.07387884674733365,128.12,8.29,3.4,17.33,3.45,0.02089563731724084,0.030120691419496092,0.9828355379280904,0.0
14773,0.18367058049174145,133.82,17.86,3.91,8.36,4.0,0.03786785785121838,0.03528838066610553,0.9414885655344004,0.0
14774,0.053080465362736085,172.62,14.78,4.0,6.56,4.73,0.031737383643723825,0.04479548220055797,0.9071566822320092,0.0
14775,0.008549058703246556,112.74,17.68,4.05,3.16,6.66,0.047331695652356585,0.06428799744628083,1.1246957266666664,0.0
14776,-0.09561996776691052,115.6,12.75,3.08,14.55,4.98,0.043014194274475864,0.04924408974304044,1.0491975120630457,0.0
14778,0.18256469406695874,91.25,-67.96,1.37,51.64,-15.0,-0.30010617867265016,-0.15856795748926644,0.5745117978655726,0.0
14779,-0.027154095760987776,105.01,-134.76,2.46,50.25,-4.64,-0.3745036131807624,-0.053207970964948434,0.5970464428280085,0.0
14780,-0.04103229149581854,144.17,-173.59,3.14,67.61,-10.55,-0.22367373090732076,-0.11583795542238458,0.3688401598021649,0.0
14782,0.07333293466107765,73.51,8.75,1.66,6.66,6.31,0.06416142581509045,0.0615479673169067,1.2457031190340555,0.0
14783,0.7448110388338198,65.77,8.73,1.54,0.0,8.73,0.0702302092566323,0.08748480926363214,1.2368050758820637,0.0
14784,0.8715672857850478,68.59,7.47,1.19,0.0,4.75,0.05995876297872967,0.04574168456142548,0.9887801596982371,0.0
14785,0.5095176265444815,71.03,0.39,0.92,0.0,-1.89,0.0034132681002219797,-0.019462715824625654,0.7823407564252849,0.0
14786,0.6621965972722222,58.39,1.78,1.03,0.0,2.28,0.015369868925578522,0.02243514762767213,0.9033585365102648,0.0
14787,0.5980775220082898,54.64,13.52,1.52,0.0,13.37,0.10733398188565026,0.1231422439999326,1.3115721133688487,0.0
14788,0.2723565330132848,51.82,5.68,1.26,0.0,7.52,0.0494299538410602,0.07534661073829826,1.0984422007135168,0.0
14789,1.1160093946614242,49.8,5.6,1.06,0.0,3.16,0.04902001921427796,0.03089669752833349,0.9496780599379708,0.0
14790,0.8034683604230971,60.42,5.13,1.04,0.0,3.57,0.04440250487824076,0.03464408641584424,0.9302563302169522,0.0
14791,1.2132135769798538,44.61,6.3,0.92,0.0,6.87,0.05597552281824143,0.06793603486743309,0.8282281802897361,0.0
14793,0.8668773197166657,44.04,-20.5,1.71,7.58,-8.35,-0.15367316996713662,-0.09554720114348264,1.1201763615758895,0.0
14794,-0.16148931706055708,38.0,20.37,2.58,4.52,7.23,0.12957877096165274,0.06788532884904745,1.7439986917097874,0.0
14795,1.0202606057586774,30.72,-4.68,1.51,3.65,-4.16,-0.03656205902790517,-0.0443212148657437,1.1078083282358306,0.0
14796,0.5133621844202344,24.64,25.13,2.49,1.61,11.8,0.16672106301233747,0.10249512229354407,1.9041161673943496,0.0
14797,-0.24269331713298026,33.73,-3.86,1.69,0.61,-2.91,-0.03158273807156517,-0.03112559227795497,1.293948322844254,0.0
14798,0.9203416499688636,29.82,3.86,1.17,0.0,0.46,0.03129074441931748,0.004590352196930488,0.9413027074178891,0.0
14799,0.03292732501242115,26.81,-5.89,1.6,0.0,-1.09,-0.052015301829661235,-0.011506088562224412,1.3384224678027141,0.0
14800,-0.2126552566679984,31.76,-9.29,1.07,0.0,-9.76,-0.08614115652972383,-0.10453823252103464,0.9221610115823532,0.0
14801,0.057743877141564176,30.27,15.32,1.99,16.52,8.5,0.08962689041570858,0.0686362096547538,1.4396389941803156,0.0
14802,-0.6406253517715692,63.06,-27.02,1.67,35.99,-12.83,-0.10947602285144337,-0.11028642017360994,0.7846626156502391,0.0
14804,-0.33449857380543185,210.01,-135.65,2.67,68.97,-29.61,-0.3957291527197647,-0.35535747916444993,0.6484782370242012,0.0
14805,-0.3894094215993564,0.0,0.0,0.0,86.61,-48.38,-0.7553505289208273,-0.6046924761290393,0.3837457104304001,0.0
14807,1.194433054638623,85.81,22.54,1.38,21.62,13.94,0.1170399225268719,0.1110641814652841,0.9020622386981416,0.0
14808,0.5555093026566388,85.28,12.51,1.35,36.1,13.87,0.06058356271699219,0.12408982853574815,0.7280759910499429,0.0
14809,1.017507695104665,82.61,18.3,1.27,21.17,11.69,0.1021368004995532,0.11762191942595812,0.7051364672079017,0.0
14810,0.9432971668774592,86.75,18.14,1.25,18.22,12.37,0.10679804184320847,0.1162679321328165,0.7856145626456907,0.0
14811,0.5647501920557075,110.68,14.04,1.45,10.14,10.82,0.08747352451435443,0.1052647934666784,0.931007400200008,0.0
14812,0.8397419291789779,102.7,20.69,1.39,22.11,6.62,0.1107789173972559,0.0569395762575033,0.8638852939297703,0.0
14813,0.5389674311572736,103.03,11.48,1.23,18.54,5.84,0.07261375756580063,0.058196494294423376,0.7793872895473142,0.0
14814,0.6607485765751583,95.9,8.43,1.2,15.18,6.38,0.054961500506490735,0.06164697091644161,0.8120557822972357,0.0
14815,1.047999212152913,83.85,10.64,1.2,9.54,7.98,0.07437764556158237,0.07860208030820942,0.8526262564923264,0.0
14816,0.9114124943924083,96.09,8.07,1.12,8.99,6.7,0.057945963947177374,0.06510271638710308,0.8320355166542852,0.0
14818,0.8620357842268249,47.92,-24.04,0.56,18.74,-10.17,-0.17479891011579793,-0.11334435159597807,0.36773370507392017,0.0
14819,-0.05794101070167509,53.66,24.92,2.57,16.92,16.42,0.10232588581180796,0.12845314241710942,1.3462678613656598,0.0
14820,0.5358581584308467,56.9,-37.46,2.1,13.38,-10.28,-0.19228515327888293,-0.11547812757567055,0.9605727209099699,0.0
14821,-0.7962212915679046,66.57,29.86,4.16,13.49,18.15,0.15275311318818974,0.1728488193650992,2.2332462470803263,0.0
14822,-0.12562369897996425,50.13,-3.21,2.14,24.52,0.22,-0.016414151116805525,0.0019837850790200623,1.1949103634135203,0.0
14823,-0.16851015981461145,62.12,-46.45,0.52,42.7,-20.8,-0.2701008948823829,-0.2516692360988622,0.24903458380125865,0.0
14824,-0.026952609519433682,70.14,13.25,4.28,31.72,7.96,0.04091081287816155,0.06618385409249365,1.588294268630696,0.0
14825,0.08128137659255065,78.68,-11.28,2.9,31.41,-5.91,-0.04252980565777995,-0.06526049193169255,0.9889181513906636,0.0
14826,0.03676664149577022,67.94,5.49,2.48,33.71,5.78,0.02117726085335132,0.059485651608386085,0.9285101337812258,0.0
14827,0.09358354797901676,63.31,21.51,3.94,22.35,5.27,0.07285686023694443,0.04664927057820268,1.5054777075913983,0.0
14829,0.8067694254156493,49.47,17.93,2.98,0.0,13.76,0.11372353448706612,0.12198634713831046,2.134134301334933,0.0
14830,0.11453067357954835,53.09,-29.84,7.6,0.0,24.04,-0.07197717396569382,0.1201973571913602,2.0451109444891618,0.0
14831,0.14707214534356644,57.02,13.86,3.67,0.0,17.23,0.0806955498472724,0.1619631210962873,2.2327326813758086,0.0
14832,-0.2582756867465929,54.23,13.31,3.94,4.0,11.64,0.08105552467483433,0.11582434134087548,2.4090136707789664,0.0
14833,0.56952219144225,57.94,15.54,3.8,0.0,10.16,0.07904326057843301,0.09021184651296274,2.1745727803351182,0.0
14834,0.2834042684418505,55.93,20.04,3.71,1.23,13.0,0.1231927521276105,0.1326292134503957,2.2358244062932333,0.0
14835,0.3117522148913845,53.71,20.03,3.6,0.88,15.44,0.12325226399555435,0.14155615781942107,2.4123012529010044,0.0
14836,0.421215944897284,53.98,10.31,2.41,0.7,8.51,0.07431173928198767,0.08627316358242276,1.712524889899799,0.0
14837,0.3960909568544781,48.68,7.72,2.41,0.77,8.06,0.054673100466129165,0.07704720957552864,1.7822285131555575,0.0
14838,0.2384404996907552,44.3,9.28,2.09,0.66,6.04,0.06931120572721305,0.059854012985649775,1.5723564135676344,0.0
14840,0.3553196120293237,51.21,5.98,1.92,21.68,2.02,0.0372152808395852,0.020154154530337063,2.393219682898972,0.0
14841,0.2847389567608833,46.86,24.37,2.1,25.67,16.03,0.1272939421836922,0.13920794521596966,1.263646335465079,0.0
14842,0.5703009077369549,29.96,25.5,1.81,16.45,16.51,0.16408255084095155,0.16165009506888167,1.1874615915571052,0.0
14843,0.3513478303899582,32.97,18.54,1.61,5.56,14.0,0.1260376189834229,0.1217233538992288,1.2555350486864052,0.0
14844,0.4194567332756553,42.07,15.34,1.46,5.48,10.62,0.1096991766099803,0.09610895779016272,1.1536961965775134,0.0
14845,0.8168221715834318,37.96,17.23,1.56,0.0,13.31,0.1284565315696181,0.12602932640207767,1.2306081163118592,0.0
14846,1.2730908101647267,47.35,14.11,1.33,13.65,12.28,0.0911817583029071,0.10650090649622923,0.9884626338542069,0.0
14847,0.7322223385576301,54.38,7.96,1.05,0.0,5.4,0.06489456641064993,0.0565744343824493,0.8172632237783077,0.0
14848,0.39828253860780616,56.15,8.77,0.99,0.0,5.2,0.07294896958863616,0.04975870265814801,0.8639383553237643,0.0
14849,0.0258146625841887,106.87,1.96,0.98,38.7,4.71,0.008995653713495658,0.03366623721736056,0.6286023189875574,0.0
14851,0.14560551651299072,171.74,-24.99,5.5,32.2,3.7,-0.07014960823663056,0.038833928275157824,1.4720039812113792,0.0
14852,-0.04883526562460449,184.81,-17.22,6.03,35.36,0.44,-0.04521615977571187,0.0043985571914736685,1.5996605294453798,0.0
14853,0.2759541584596709,165.81,2.17,5.77,24.45,3.86,0.006402264934886049,0.039859720615379145,1.651281459594606,0.0
14854,0.2115879820846982,143.11,13.87,6.49,16.8,7.44,0.04305084056349117,0.0743883245592425,2.0160358503688687,0.0
14855,0.2775455108913954,118.86,29.49,6.56,12.49,10.22,0.0925768756770428,0.0934513881523286,2.251794135086247,0.0
14856,0.2108165789059153,88.9,16.74,4.41,6.82,7.24,0.06839178297214271,0.07037611303965025,1.8527664288689396,0.0
14857,0.042763016754948736,91.31,8.47,3.65,9.79,4.92,0.04070954832612245,0.04902364533667715,1.7593010247949337,0.0
14858,0.06823711323679292,107.39,6.28,3.24,19.3,4.35,0.028835637092161075,0.04245359788698537,1.5269343524840495,0.0
14859,0.10948101011284184,99.02,6.2,2.6,21.4,3.02,0.0308669108001539,0.03109858817833907,1.255684610902612,0.0
14860,0.10734215161850057,112.83,2.95,2.37,26.56,1.18,0.013621859577803735,0.01120602360692784,1.148928209781528,0.0
14862,0.2707323150468,55.57,-14.52,0.3,11.07,-9.23,-0.11920376814291657,-0.0966248945617732,0.2332039551106522,0.0
14863,0.6633345679375167,45.04,14.92,1.15,17.42,11.26,0.10669583748629476,0.10521967199610614,0.8821495062953998,0.0
14864,0.4117165701827704,61.56,-10.94,0.52,17.94,-4.13,-0.08132150877410495,-0.04091635449475555,0.3867059913310257,0.0
14865,-0.7564745661522091,40.31,8.11,0.96,23.57,5.7,0.04349984356580282,0.043512144476001866,0.6767212721178717,0.0
14866,0.4264106241637957,59.89,-15.69,0.72,26.13,-4.43,-0.10653063670467,-0.04578369998892327,0.4744840872268155,0.0
14867,-0.3157699210947147,74.27,-30.53,0.51,33.6,-10.78,-0.21001467086966172,-0.12200331909702325,0.3126472944988869,0.0
14868,0.21262985161437375,65.48,10.49,1.32,29.48,9.53,0.06112489487008384,0.09269808697830373,0.7888045962602073,0.0
14869,-0.055248773758331635,85.61,-17.35,1.12,36.74,-8.09,-0.10178432470057124,-0.08246224087383591,0.6426612805791628,0.0
14870,0.15052109760464968,80.95,2.63,1.02,31.7,2.06,0.01432613576111251,0.02069913820100702,0.5515920306153443,0.0
14871,-0.12316385018684535,62.81,-22.77,0.73,17.66,-12.16,-0.13525757440964534,-0.11823720626215915,0.4437224383620593,0.0
14873,-0.36884970741048745,10.65,16.42,1.8,7.26,14.9,0.12565620520109896,0.13330544203864308,1.5405009556638822,0.0
14874,1.335964155096626,32.02,10.16,1.01,10.05,12.0,0.06908757615436383,0.09676214274687513,0.8527166830273087,0.0
14875,-0.19782315604132372,37.26,7.68,0.55,0.0,5.61,0.06427811468814948,0.05461551546943503,0.4765122778089021,0.0
14876,-0.4010877691973879,58.77,10.33,0.69,6.17,9.35,0.08476158883681381,0.08872031527357661,0.6006499486606968,0.0
14877,0.5176989245631588,58.43,5.42,0.91,6.25,6.47,0.04759243992688609,0.06472307592625608,0.7962935038766509,0.0
14878,1.4841300878374082,60.17,3.88,0.6,2.7,3.0,0.03605444577295502,0.030428476486208517,0.5517639181046204,0.0
14879,0.1924378938511896,69.49,3.97,0.49,5.33,3.16,0.035147523519508436,0.030419770339712413,0.4508262803386034,0.0
14880,-0.23770316716852116,68.47,4.78,0.69,4.38,4.37,0.042362571612279014,0.04293312666577916,0.6225424988683201,0.0
14881,1.1384747372194233,68.58,2.96,0.52,4.2,4.16,0.02644287621424831,0.041099918416021466,0.4695418581990581,0.0
14882,0.8429303901724615,74.61,6.25,0.51,2.62,7.77,0.05527004414404666,0.07568417603167325,0.4598916138773621,0.0
14884,-0.06321983887243933,55.84,-16.89,1.44,46.8,-6.66,-0.06555721335691789,-0.0625989684239071,0.5929118266923676,0.0
14885,-0.9727433406363242,210.24,-378.95,1.34,83.55,-38.57,-1.9439339541586749,-0.5907554901558358,0.4491512812361413,0.0
14887,0.487911167833541,13.04,21.52,1.79,0.0,17.02,0.11665755631599545,0.14690594901965026,1.121789608147332,0.0
14888,-0.2515295767692956,50.91,1.16,1.56,0.0,1.07,0.008280776872215203,0.012286391889587002,0.9670530739440426,0.0
14889,0.17608843124697154,14.02,2.44,1.23,0.0,0.29,0.014085565160390138,0.002740227157220043,0.7628059576357801,0.0
14890,0.6961186788148221,14.63,27.58,2.02,0.0,18.48,0.12902396880246506,0.1565582293932868,1.1137687374964491,0.0
14891,0.3198266920777047,30.62,19.35,1.77,0.0,11.75,0.10273582165362401,0.11523343157368242,0.956437350552607,0.0
14892,0.4156397921417738,38.47,22.55,1.73,0.0,15.53,0.12042214639072105,0.14756838344327752,0.9750963110371276,0.0
14893,0.3184112715155001,38.91,20.72,1.66,0.0,13.55,0.1208126289001316,0.13360324559161074,0.9828480344849996,0.0
14894,0.3939657781207213,49.73,17.92,1.63,0.0,13.11,0.097886456574162,0.12087409516503805,0.9631416325991444,0.0
14895,0.15829338738045662,71.1,12.71,1.8,0.0,13.01,0.07632783822025152,0.13252435621959902,1.0618215472248045,0.0
14896,0.4075295518735485,56.07,18.5,1.96,0.0,13.88,0.09746614331836746,0.12816003653492788,1.1205265428789664,0.0
14898,-2.6964288363735283,71.94,-24.01,0.19,15.15,-23.41,-0.20839345849609733,-0.23112358343794626,0.16474160096251755,0.0
14899,-2.8119313977120544,81.79,-49.98,0.52,20.46,-30.69,-0.4802307689912366,-0.3809106163778373,0.4035799502892801,0.0
14900,-0.921911843238855,83.98,-41.53,0.32,27.38,-10.94,-0.33414246965167343,-0.1252920815902803,0.2243231312972452,0.0
14901,1.3898992939670711,46.61,26.17,1.67,2.17,36.69,0.1821775781837896,0.3399298749234249,1.253942633556792,0.0
14902,3.959142110360749,33.93,28.84,1.73,0.0,29.63,0.2178979680432394,0.2578902528473607,1.4990610727216902,0.0
14903,1.0902788721878736,32.66,-18.92,0.53,2.9,-4.27,-0.1860049812554692,-0.04571708034479507,0.4856978903196005,0.0
14904,-0.7898050803805501,37.05,-18.16,0.3,17.67,-12.23,-0.1467438211623262,-0.11978834734830725,0.24844563444557785,0.0
14905,-0.3627686721132794,26.66,-7.76,0.81,19.2,-12.98,-0.052312099155664565,-0.1264145324794669,0.5636272588228937,0.0
14906,-0.37870660100109993,19.56,-1.43,1.48,33.68,2.71,-0.0070877961347672516,0.024024367087947286,0.8294330412734943,0.0
14907,0.2485577659253024,12.82,7.17,1.47,28.76,4.38,0.03387295062362937,0.042391054038720816,0.7158828815908918,0.0
14909,0.6156605023600114,58.5,8.08,0.78,23.57,3.84,0.0579858842945588,0.03797454231446285,0.5662564527467799,0.0
14910,1.6219810263486114,59.05,6.0,0.81,17.97,4.61,0.04441254514971831,0.04718190251359115,0.5831147666814347,0.0
14911,0.8473101127762951,49.63,19.53,0.92,17.13,15.66,0.13263007991552486,0.14121427113979645,0.6899601025092491,0.0
14912,0.6486886498779055,47.98,13.43,0.9,15.18,9.79,0.10545210875018968,0.10137529859677376,0.6802938000137779,0.0
14913,1.0634362407594609,50.87,27.73,1.08,19.85,19.63,0.17640496766315766,0.17094516265830195,0.7911168373688915,0.0
14914,1.871007741060204,48.68,18.76,0.93,12.98,18.02,0.13633769862443748,0.17622155318437469,0.6884146153654348,0.0
14915,1.997513983106696,51.06,20.11,1.02,3.46,19.18,0.1616035493833824,0.18415593361177604,0.8562871787624804,0.0
14916,1.5384342336879673,57.19,16.22,1.02,5.05,17.12,0.13266515409103172,0.16249250827535947,0.8806573601135277,0.0
14917,3.7311018964489655,49.42,10.31,0.81,2.42,9.42,0.0919652748845781,0.09592624567901292,0.7063277881837617,0.0
14918,0.4014106778777513,106.81,11.56,0.65,31.9,6.52,0.038758405904769186,0.039922162997960434,0.3542041037312092,0.0
14920,0.23003016039568397,38.8,13.81,1.85,0.0,9.46,0.10190452538366042,0.09528811093878913,1.3590457792728452,0.0
14921,0.4030612484936389,37.29,7.81,1.64,0.0,2.02,0.0627535371191376,0.020201096989827312,1.3179876270493034,0.0
14922,0.01897814275881812,39.93,5.84,1.45,0.0,4.56,0.03957926232862968,0.041081443704827414,1.0882750146760074,0.0
14923,0.0954257414742012,28.57,12.08,2.06,0.0,12.62,0.07034498000497574,0.10832353636379596,1.3941035671282842,0.0
14924,-0.04090778606141925,35.71,15.11,2.04,0.0,11.3,0.0839493618359399,0.09790094507781368,1.3062653323280893,0.0
14925,-0.114431519237203,51.86,10.46,1.91,10.99,11.11,0.06503268470968587,0.10908553391104177,1.2109405738798218,0.0
14926,0.5308230050273253,70.03,12.37,2.0,10.66,8.06,0.061076977821510475,0.06832319200814024,1.1670022546995786,0.0
14927,0.12842203149815368,69.95,4.79,1.66,9.66,1.76,0.024957983397500168,0.017200996614885552,0.884156973094404,0.0
14928,-0.005933384271023965,57.27,6.21,1.6,11.16,2.56,0.032718507047809715,0.02529707073948729,0.8521000624390703,0.0
14929,-0.0014969443276687206,56.78,2.48,1.58,9.32,0.41,0.013921239360523916,0.004166307256242996,0.8676654085528241,0.0
14931,0.6000683370470399,41.54,21.25,1.39,5.46,20.58,0.1242600072679379,0.15850656750083325,1.05322397451632,0.0
14932,0.6872042494005528,48.95,16.6,1.18,4.65,18.81,0.12088399803722835,0.16979093576270646,0.9560659508887108,0.0
14933,0.5956203285301146,37.65,23.29,1.5,3.73,29.13,0.15849376197854165,0.2547434027054513,1.163562288159908,0.0
14934,0.7126662770736696,44.15,29.88,1.82,1.83,28.72,0.18635346810945133,0.2317189782670473,1.4107015153135785,0.0
14935,0.37941019854363184,44.78,8.35,1.07,3.59,7.84,0.06698654662611246,0.07708044210050105,0.8747865401065157,0.0
14936,1.7642393248328756,37.31,10.95,1.09,1.15,12.06,0.09243128431819886,0.11724807798488045,0.9450608800059817,0.0
14937,3.5663586157838782,32.27,12.1,0.85,0.08,12.52,0.105224894465614,0.12053435600291636,0.7638781532627369,0.0
14938,3.355156282686634,25.05,8.03,0.63,0.02,8.25,0.07375315532771466,0.08132961446495111,0.5872343558481572,0.0
14939,3.0787814126812125,24.48,9.23,0.57,0.0,8.35,0.08438037545408007,0.08082734733471801,0.5409336535492154,0.0
14940,2.0251761423626355,34.6,9.64,0.5,0.0,8.58,0.08603942651637013,0.08137911111358352,0.469275874761957,0.0
14942,0.044630405127118536,109.65,6.99,1.8,45.64,8.66,0.02854730670770681,0.07682871550775555,0.8291092928889776,0.0
14943,0.4041570257869436,96.67,22.09,2.66,40.07,13.21,0.08919429647978037,0.12055268767901325,1.1794090161642372,0.0
14944,0.983375595108108,55.26,31.95,2.05,17.51,24.25,0.1594340519728167,0.2027974404682777,1.2256990761940192,0.0
14945,1.387861794888509,41.19,30.84,1.47,17.66,26.78,0.18211750319695585,0.2282969160620417,1.0204794069808074,0.0
14946,0.05120831666158706,80.12,13.16,0.95,34.24,8.36,0.07434916103314305,0.07364498765685376,0.6111172973078949,0.0
14947,-0.09386860446088216,108.98,-15.96,0.6,43.73,-8.98,-0.08620059211338181,-0.08718647884259476,0.333109787523557,0.0
14948,0.1277508569110733,126.3,1.83,0.66,43.33,3.05,0.008844628946663819,0.028240711014630264,0.3456300137491945,0.0
14949,0.1183846112493442,95.79,-3.91,0.48,27.93,-1.71,-0.02548503510622409,-0.01837910103332437,0.28947569685684904,0.0
14950,-0.22350873310199684,99.81,-17.05,0.25,31.36,-11.26,-0.12232542090059215,-0.1185094750525168,0.1711163395830543,0.0
14951,-0.473832426655138,64.27,-31.67,0.23,41.76,-10.37,-0.1444787222242546,-0.08330200985591857,0.1327806027301243,0.0
14953,-0.2309818436679097,81.01,-55.03,0.76,26.65,-19.04,-0.3194578578169257,-0.18406304456447115,0.4575621518863083,0.0
14954,-0.3384642406534497,122.2,-120.74,2.19,34.52,-21.07,-0.6987082346205221,-0.2664209559551051,1.0022443398375995,1.0
14956,0.633162991584303,59.15,2.64,1.68,35.3,2.61,0.014165918783731971,0.02606131913357872,0.9019406033928185,0.0
14957,1.0227487212056958,70.68,6.79,1.8,41.92,2.06,0.030095899264928862,0.01837710653024924,0.8921912213668445,0.0
14958,0.1815142398716406,72.72,5.08,1.62,49.95,0.8,0.020046929340395973,0.0074828088973015235,0.6873740841396929,0.0
14959,0.5217121791750288,86.31,8.94,2.14,58.14,4.32,0.026457397674188563,0.037106789777373486,0.7374235246298432,0.0
