,ocf 대 유동부채,비유동장기적합률,자기자본순이익률,자기자본회전률,차입금의존도,총자본영업이익률,총자산순이익률,총자산영업이익률,총자산회전율,부도여부
7612,-0.5264128955651303,173.69,-65.25,0.63,60.73,-15.19,-0.13318763259777314,-0.15221561802817024,0.12731497453250304,0.0
7613,-0.16798817611462188,202.63,-52.94,0.26,55.54,-11.9,-0.18549983798629988,-0.1104200907955918,0.09695094612610562,0.0
7614,-1.5661384436405168,71.43,-38.84,0.25,62.59,-7.06,-0.13606558749372868,-0.06829747335379913,0.0921225295197057,0.0
7615,-0.17353246596427002,161.86,-64.37,0.25,60.38,-8.38,-0.2082361938361906,-0.08202886611140346,0.08376705103927196,0.0
7616,0.21506653776978896,194.08,-17.04,0.28,56.39,-3.69,-0.05857535397661605,-0.03713349868730522,0.09631980419554442,0.0
7617,-0.1601572243645734,149.23,-26.64,0.25,35.27,-8.3,-0.10373682939151824,-0.06884611819778155,0.11838086633897305,0.0
7618,-0.2286096214172923,114.65,-83.93,0.09,47.96,-5.06,-0.5384282137666323,-0.0650690227476673,0.043960146578917815,0.0
7620,0.384746863864704,83.23,52.05,2.45,21.39,25.96,0.23180582043908274,0.22028950367694086,1.2885750233733921,0.0
7621,0.2745453352394235,155.94,-24.13,2.07,42.03,16.16,-0.09891019235773862,0.14781699880140786,0.9280237673282205,0.0
7622,-0.14697666271738016,167.71,-12.83,1.58,57.12,0.51,-0.044079930555339514,0.004956803751450282,0.5535705184150004,0.0
7623,0.0542321713900494,159.15,-2.92,2.35,54.72,5.05,-0.009392692510135164,0.048762750372972216,0.7820820075074555,0.0
7624,0.05843620270910789,213.48,-64.95,3.02,59.34,-5.14,-0.12859226029887175,-0.046159439359026284,0.666842591982453,0.0
7625,0.11659513098393275,136.74,61.59,6.24,48.72,14.33,0.11180021548038778,0.13457084900455907,1.2059967264152918,0.0
7626,0.3952579520904864,124.64,37.27,4.09,41.65,11.67,0.11547046324166033,0.12034509334006376,1.2289368635173317,0.0
7627,-0.15207517504826548,152.21,-17.6,2.74,49.7,-7.05,-0.05349522158619977,-0.06577625609687224,0.8909867402776674,0.0
7628,-0.0953845716328318,175.88,-84.88,3.29,54.88,-18.65,-0.1679668221005132,-0.17268442997557734,0.7024103361693812,0.0
7629,-0.008891492012453607,218.2,9.82,3.51,42.81,-6.23,0.02113933027888556,-0.07419594009271213,0.6349220709883461,0.0
7631,-0.8313983739236714,48.36,-7.24,0.7,0.0,-8.48,-0.0690696975529961,-0.09023042499788862,0.6245936828249891,0.0
7632,1.4107630353916083,42.47,8.88,0.87,0.0,7.78,0.07597081792689643,0.07392514218878986,0.7821830575331944,0.0
7633,0.9727631144903012,60.07,9.43,0.75,0.0,8.78,0.0681679006404405,0.07240243252013827,0.6569290254812703,0.0
7634,0.32574666308984124,64.03,11.01,0.8,13.62,10.14,0.07909928618317431,0.0911378769124935,0.6385316339642889,0.0
7635,-0.0570674608633508,63.46,5.09,0.7,0.0,3.92,0.0448245719653987,0.04288105906988823,0.559758042454106,0.0
7636,0.4768857667109378,64.9,4.15,0.89,0.0,4.21,0.03559487793518682,0.041968481513300716,0.764028771568705,0.0
7637,0.7364954479610499,64.68,2.78,0.84,0.0,2.31,0.02411179858275472,0.02311274183337864,0.7270778860681165,0.0
7638,1.3618700118194664,64.24,0.43,0.66,0.0,0.19,0.003864187948346863,0.0019262334501710067,0.5826159895723322,0.0
7639,0.04892732260136694,62.24,2.82,0.83,0.0,2.62,0.024511620473304824,0.025622566948096785,0.7324355628182626,0.0
7640,-0.5112785672975404,62.04,1.69,0.89,0.0,1.11,0.014554269083580191,0.011030153636588987,0.7737788490793029,0.0
7644,0.2377232765416725,45.32,18.01,1.66,13.01,15.29,0.12486997706727605,0.14802112193819572,1.1918332158087417,0.0
7646,0.11932951241544598,50.23,1.57,1.79,29.96,6.46,0.0098598637078202,0.059366978179324716,1.1264589222065835,0.0
7647,0.00013238809697436554,58.34,16.72,1.56,32.58,8.65,0.09370978868280587,0.07853919502580836,0.9602169334002164,0.0
7648,0.08685515869922694,58.4,13.18,1.5,28.64,8.26,0.07910166103650045,0.07973588489720325,0.9327761779441528,0.0
7649,0.010881785700346609,67.93,6.11,1.37,25.55,5.62,0.035514745200092165,0.050554859156549344,0.8838181233299929,0.0
7650,0.3228522962747892,72.08,3.08,0.97,18.6,1.84,0.022153122245732217,0.019230261662577845,0.6705280835013075,0.0
7651,0.1969090205150127,72.06,3.07,0.97,17.03,2.73,0.02203138679224621,0.026922215036001236,0.7035001150874934,0.0
7652,0.3546308063943147,72.72,3.41,0.94,14.33,3.54,0.025878224817639663,0.03586313195109135,0.7036931100298395,0.0
7653,0.04816912812871048,90.09,1.25,0.81,18.3,1.68,0.008173110989986968,0.015515463622010537,0.574437688090932,0.0
7654,0.5165991426731633,73.07,7.08,0.71,18.02,3.21,0.04842614754750898,0.03216248731689225,0.4816743397904503,0.0
7656,-0.7180279978098654,329.45,-393.34,1.87,61.42,-39.76,-1.3236787993854395,-0.5379725918623889,0.4638857533778006,0.0
7657,0.015564542235813968,304.39,-64.8,2.93,58.26,-0.86,-0.060953521888818515,-0.006552563156070287,0.3621507546818983,0.0
7659,0.7542020816811479,56.92,-78.68,3.41,35.55,13.95,-0.3945809293451808,0.17915699023140474,1.3319600703103534,0.0
7660,0.9206444184442252,51.16,45.4,4.13,15.7,28.71,0.22062578802616212,0.2913985721083659,1.9772690906656272,0.0
7661,0.37086743682380857,47.05,4.49,2.17,12.92,7.34,0.02692371914281215,0.07072496696621977,1.3519636418847412,0.0
7662,-0.08703773955517717,59.77,5.16,1.71,26.09,6.24,0.024823172004543176,0.055095893173276865,0.9318721276216858,0.0
7663,0.15333959839090586,51.44,11.43,3.15,22.6,9.04,0.04836888428135088,0.08135527342051338,1.4826708936002981,0.0
7664,0.5721789973989674,55.78,8.16,3.23,13.76,8.19,0.046379412424836786,0.09183370142141177,1.6351971220700217,0.0
7665,0.7072111062848276,45.22,16.16,2.68,16.9,13.99,0.08914967530193027,0.13011778570679494,1.5907878461285512,0.0
7666,0.07326739347909537,54.11,2.79,2.17,18.82,3.82,0.014393516181703547,0.03529361300068797,1.213392595505926,0.0
7667,0.05556962741791134,48.82,-17.67,1.88,23.8,-3.13,-0.11117427691868476,-0.03559624371040885,1.05604704559133,0.0
7668,0.025553375197593736,42.24,-32.08,1.97,30.05,-6.43,-0.19207478188772595,-0.06878229111875347,1.1014031612045558,0.0
7670,-0.3736612345114645,0.0,0.0,0.0,119.69,-16.64,-1.2138066539020271,-0.11799291707070543,0.1676178915356751,0.0
7672,0.003806327241515988,54.88,9.69,1.92,1.76,5.59,0.060289798443814616,0.051312686828943986,1.3011018317626997,0.0
7673,-0.4428173283213617,41.19,6.16,1.35,0.0,3.31,0.03991713031436875,0.02813866766234252,1.0251883328678433,0.0
7674,0.5391481685631332,31.67,7.47,1.08,0.0,3.96,0.058294666714270735,0.037098089484521334,0.8994558461256179,0.0
7675,0.9896942755472016,48.08,6.17,1.23,0.0,4.4,0.04799482379319607,0.04177080805175885,1.0109344156080438,0.0
7676,0.5353972782155254,39.7,7.77,1.18,0.0,4.14,0.0645525632483595,0.04141470096088806,0.980094867220646,0.0
7677,0.3704608279572077,45.62,3.18,1.32,0.0,3.12,0.02541292057243024,0.029928092512688437,1.1002681835721138,0.0
7678,0.29518254612652783,45.66,-4.28,1.38,0.0,3.43,-0.03662683553543667,0.035559850816534365,1.143023410857366,0.0
7679,0.6574511924032859,32.11,-13.06,1.5,0.0,8.99,-0.1066847147707308,0.09185981049602908,1.1990022423396371,0.0
7680,0.4708503113257862,24.64,12.85,1.39,0.0,7.58,0.08554466017011512,0.0694385258216816,1.0096240266849912,0.0
7681,0.19480929034821445,33.84,10.77,1.45,0.0,9.63,0.07545010688085606,0.09407793230229633,1.0369202193912743,0.0
7685,0.6726617350650019,101.16,16.87,2.81,21.88,9.26,0.07586399348902909,0.08927256963020014,1.3106009566584944,0.0
7686,0.4520462149509714,122.57,15.16,2.57,22.41,10.13,0.07349027235387717,0.0982384544651642,1.281643686100736,0.0
7687,0.4461677590666408,102.21,15.38,2.47,24.12,9.81,0.07649966744516648,0.09606948565588964,1.2551253802662548,0.0
7688,0.4854701353601514,107.89,18.87,2.84,32.3,10.41,0.0663346962585933,0.07668220283162383,1.3557280018599849,0.0
7689,0.07564634099434585,119.05,2.07,2.36,35.5,2.18,0.007328029235981575,0.019327325890194667,0.9395940810258816,0.0
7690,0.5196131527389656,113.01,-1.65,2.87,38.52,1.14,-0.005653436501503467,0.011369203170238772,0.9867258657070168,0.0
7691,0.4747263166343597,113.18,7.16,2.95,38.64,4.76,0.023625836063028108,0.04619600474164925,1.0038611592068003,0.0
7692,0.5937184160414338,112.19,5.95,2.68,40.9,5.0,0.02035934238474797,0.04947990796189663,0.9257300885403218,0.0
7693,0.5412980281784947,109.06,8.48,2.49,38.19,5.4,0.03076648867631598,0.05413517662454445,0.9011581921329002,0.0
7694,0.6269074008769724,111.62,10.73,2.45,33.06,6.32,0.04179137691794664,0.06303855060636622,0.9557508942949174,0.0
7696,-0.19966750905990824,60.44,-13.77,2.14,25.53,-10.53,0.0,-0.10058158367930148,1.4331936537735368,0.0
7697,-0.07065160082135373,75.6,-71.96,3.03,29.88,-16.49,-0.4639440112388875,-0.1788582675739139,1.80327002288378,0.0
7698,-0.22088528259326032,118.9,-72.73,0.39,34.16,-29.85,-0.6125958328879252,-0.4590117074295757,0.21354544015381768,0.0
7699,-0.31435211027047283,119.25,7.09,0.19,21.09,-8.93,0.04762917685793865,-0.09872860376735626,0.11743862537413205,0.0
7700,-0.2696690454243649,121.95,-14.04,0.4,16.25,-7.89,-0.09817622228694038,-0.0797478586824233,0.2762168316587026,0.0
7701,-0.1727435860859599,50.04,-7.77,1.11,0.0,2.44,-0.049185707051610635,0.023514808594410703,0.6996005908032379,0.0
7702,-0.09271660993600002,63.53,5.75,1.7,24.2,1.17,0.02115195839061331,0.011743620539131716,0.9091900407557884,0.0
7703,0.002328044921364871,30.66,12.74,3.51,5.43,3.91,0.04395722131642242,0.03134229251008499,1.5108199926476478,0.0
7704,-0.3115289236184705,35.5,-10.15,2.31,0.0,-6.74,-0.0715326876434853,-0.08562919563977521,1.2811580650700094,0.0
7705,-0.34184043510801165,47.75,-2.83,3.71,16.07,1.91,-0.013385619716001556,0.01598285533409597,2.0981394949227528,0.0
7707,0.14288085962810068,129.41,5.0,2.39,48.91,6.89,0.01871968165304807,0.06566575426204739,0.9391652611649116,0.0
7708,-0.0306879127395267,113.49,3.28,2.72,43.23,2.85,0.012517983163724022,0.026366374178676016,1.1240616339101228,0.0
7709,0.1084595280783204,135.85,4.49,3.41,40.29,5.14,0.018689964080246486,0.05073675040411717,1.4391610695323251,0.0
7710,0.4803672724493947,104.01,23.72,2.91,25.29,14.81,0.10628521021082638,0.13174863357193414,1.4672037930128097,0.0
7711,-0.11479794302731862,104.26,8.3,2.07,28.94,2.94,0.04167199549335378,0.027309445805612426,1.1199795076982524,0.0
7712,0.961222667356717,90.01,10.25,2.94,14.19,11.87,0.06408302966102326,0.1281750054204708,1.7028564787112757,0.0
7713,0.4217988239325055,84.4,4.96,2.87,6.6,2.47,0.035593826338336285,0.02555405816999666,1.992838863029008,0.0
7714,-0.008070857996461659,82.07,2.65,2.77,7.75,0.88,0.017527987947486032,0.008316730180066284,1.9329192937409643,0.0
7715,0.6661731316065939,82.86,9.03,2.11,3.86,1.08,0.06447332366806176,0.01091984648796232,1.4845101271152,0.0
7716,0.7684139734038233,77.31,6.2,1.46,2.93,1.57,0.047225494247923584,0.015702679117339313,1.1125335850373934,0.0
7718,0.0509677389817946,59.85,-17.43,3.98,16.2,-5.83,-0.10970780051385788,-0.06106552765590685,2.391654613863183,0.0
7719,-0.12130304815393092,56.13,-18.08,4.19,7.87,-3.48,-0.11039904914214067,-0.03603356138096556,2.4736332301956816,0.0
7720,0.19981914428470207,73.59,-28.92,2.4,21.56,1.28,-0.12763913978956304,0.011567113909720376,1.171604902232289,0.0
7721,-0.06905384763660337,53.66,-24.34,4.39,14.22,1.78,-0.12148038935753455,0.016643309644478375,2.3354006981436557,0.0
7722,-0.03608462491684332,45.35,2.31,2.38,7.43,-2.99,0.015420849928438637,-0.029320871133023507,1.6243470160076212,0.0
7723,-0.310250710813139,66.92,-59.18,1.79,22.42,-18.3,-0.5124875007801872,-0.23592374514471395,1.2044796914824218,0.0
7724,-0.2985391954448284,79.4,-67.64,1.4,33.3,-18.42,-0.4388980232886293,-0.2092814258221196,0.7975041877253933,0.0
7725,-0.11331450300014817,109.82,-90.26,2.15,35.18,-2.29,-0.5235897159808651,-0.02866585109166678,0.9976003300180296,0.0
7726,-0.33570578974677123,91.67,-90.37,1.79,41.12,-12.69,-0.3715539416262103,-0.11500936412371865,0.8138512746000122,0.0
7727,-0.2847632355230421,132.53,-80.56,0.92,26.34,-11.57,-0.3626361879976264,-0.10629634259158004,0.448550966529521,0.0
7729,-1.4370832956300916,51.7,-75.52,1.78,21.76,-30.63,-0.270397105509339,-0.2341006344249593,0.8326450784612306,0.0
7730,-1.5938542805085003,67.38,-29.95,1.55,16.64,-16.36,-0.19715493694755426,-0.14437195601181926,1.1542102568779535,0.0
7731,0.4097117641444883,80.71,-17.3,0.34,0.0,-9.53,-0.1438855475625206,-0.09198425583373844,0.28876686437672355,0.0
7732,-0.40060096905756026,57.54,-9.99,0.46,0.0,-9.21,-0.09255848697557977,-0.09567070254241164,0.4136810930013485,0.0
7733,0.4437179495910487,32.89,2.93,0.48,0.0,1.21,0.02521766021010308,0.0118011141856652,0.4269292023440153,0.0
7734,0.06831656479929445,35.74,-5.86,0.47,0.0,-0.86,-0.053581070805787036,-0.008923563155502847,0.4149079780573932,0.0
7735,-0.5122356520764604,35.84,-18.61,0.51,0.0,-6.69,-0.1776549344018517,-0.0732811966244473,0.44191215716395815,0.0
7736,-0.23230772590387375,91.3,-116.07,0.42,0.0,-10.68,-0.6982204576365438,-0.07751769819524201,0.3460807493290541,0.0
7737,0.21516693222856104,81.72,7.22,0.66,0.0,4.99,0.05597540270608587,0.047555119978546286,0.5383284611355652,0.0
7738,-0.7213606513345167,89.43,-7.58,0.63,0.0,-1.89,-0.0686745939364418,-0.020296411777677416,0.5290931249700623,0.0
7740,-0.3571731629541644,82.13,-70.7,1.59,37.73,-12.17,-0.16269821479721153,-0.10226739009304682,0.4346089297782693,0.0
7741,-0.12661561765136212,72.59,-34.48,0.83,56.97,-5.92,-0.08385387489058428,-0.04379586534431781,0.27370076154155226,0.0
7742,-0.04648964117523522,179.81,-24.57,0.73,45.59,-2.35,-0.08688587870941047,-0.02492067178258616,0.2420409991248012,0.0
7743,1.2635044416477659,86.52,14.21,0.69,34.79,7.86,0.061995973350609974,0.07379264399024561,0.3204975909919921,0.0
7744,0.2123508054153741,105.89,10.32,0.58,35.07,6.99,0.05155460511630973,0.06504503785971716,0.31172422825386137,0.0
7745,-0.17392654827443269,94.88,-17.4,0.48,36.66,-2.08,-0.09588882771171606,-0.021536171591223945,0.2544045922100086,0.0
7746,-0.06377753254480464,98.43,-21.75,0.26,37.91,-4.85,-0.10943415171835574,-0.048551400174792994,0.13192775494110154,0.0
7747,-0.10660558461421817,136.46,-23.41,0.35,47.5,-3.15,-0.1055035606214308,-0.031852310045198104,0.1538881120171651,0.0
7748,0.013300413409653314,110.14,-23.31,0.7,46.6,3.87,-0.09203657021921062,0.03900457777658385,0.2722557503689552,0.0
7749,0.10014574468538642,132.38,-0.04,1.03,47.31,4.71,-0.00016030232004664858,0.04666953257111416,0.3856590867879695,0.0
7751,-0.08760920093803984,76.48,-15.99,1.28,19.05,-2.6,-0.09401434832796576,-0.025860741425371703,0.7588511448253173,0.0
7752,-0.09822123054243877,81.77,0.54,1.39,21.78,0.6,0.0030330975196576323,0.00607371424870945,0.7662716174216065,0.0
7753,-0.008155262676716311,80.35,22.06,1.28,31.09,-4.44,0.11104798999504516,-0.039952998942189226,0.7176387900366709,0.0
7754,0.4792381166604798,75.14,16.48,1.21,27.22,4.42,0.09033124178030548,0.04192769202389425,0.6996459156508094,0.0
7755,0.3721531421611216,75.2,9.57,1.02,23.9,3.34,0.05292987319668257,0.03139790808457908,0.5983068854487456,0.0
7756,0.03799609631443458,79.71,0.62,1.05,23.33,3.04,0.00355528150455486,0.030548836373335237,0.6034659207179527,0.0
7757,0.18922926344343888,79.49,-1.65,1.16,19.76,2.45,-0.009135682900249437,0.024340491792452245,0.6499716002442162,0.0
7758,0.32034205441637964,77.2,4.22,1.13,17.57,4.79,0.02521048561861366,0.0494401528610993,0.6525489713182958,0.0
7759,0.6551087430700359,74.79,13.69,1.11,13.89,9.84,0.09224293442925244,0.09977905754177473,0.7355153435744229,0.0
7760,0.5935960941388382,77.66,11.28,0.92,8.53,7.08,0.08211571413318827,0.0692954102163111,0.6811744494909653,0.0
7762,-0.2452856933815023,91.86,-44.86,4.15,35.22,3.69,-0.10582212950419004,0.026914300277126244,1.341162206947606,0.0
7763,-0.0751289729491431,109.85,-222.84,6.43,66.19,-16.97,-0.453359039346475,-0.19127862242385146,1.1610059516545757,0.0
7764,-0.23962759349694324,86.56,-196.93,3.65,28.62,-22.7,-0.4920569729743399,-0.24854710795426085,0.8336242088450561,0.0
7765,0.07886697644212758,139.33,18.32,6.29,39.04,4.43,0.033190817710084336,0.0307328151195145,1.6439372580266127,0.0
7766,-0.1996010724419912,106.82,7.66,7.99,47.13,7.01,0.013603720727244868,0.062223019818053824,1.5976353739011329,0.0
7767,-0.21979448421296924,134.36,-61.92,8.09,59.23,-2.26,-0.13143912710879094,-0.023676706007346525,1.637399739581601,0.0
7768,-0.2089574422808048,214.48,-139.86,9.7,57.0,-21.2,-0.2433554262050152,-0.20224609416135927,1.7696898036934097,0.0
7769,-0.05605324481422521,0.0,0.0,0.0,77.68,-12.35,-0.4249760469295826,-0.15282730510656453,1.8954234493657156,0.0
7770,-0.011124075642331636,0.0,0.0,0.0,0.0,0.25,-1.3911305395376081,0.004431547075142533,1.0019878904053867,0.0
7771,-0.05831633345619298,26.73,0.0,0.0,34.7,-3.16,-0.1552905650381946,-0.02863198699302068,1.1898780859389966,0.0
7773,0.03548349105831894,76.11,2.66,1.36,23.83,-2.18,0.015542967818400215,-0.02024838613296277,0.8564572835592644,0.0
7774,0.28513163415659004,74.51,18.12,1.36,26.24,2.58,0.09536843721700096,0.022750402407859797,0.8096887723911046,0.0
7775,0.6383486194789699,84.23,1.08,1.11,29.16,-1.07,0.0064525570119388686,-0.01081908402696435,0.6615336370303779,0.0
7776,0.2024556568360452,104.06,-7.64,0.24,13.25,-0.96,-0.07032051021868853,-0.012906645030842023,0.165438229254104,0.0
7778,-0.034723156769262936,106.14,-22.87,0.75,29.5,3.57,-0.14513905615723605,0.03462444479783717,0.4909975632248289,0.0
7779,-0.15643647049032144,169.83,-46.31,1.06,47.08,-1.81,-0.24528808980702305,-0.019061327356440425,0.5302325389976911,0.0
7780,-0.04049056708819464,203.94,-36.75,1.58,53.19,0.32,-0.14623267919781122,0.003340437149119236,0.5923711205597538,0.0
7781,-0.002528257053431473,134.35,95.02,1.24,33.8,2.36,0.3339386190730029,0.01856734545906956,0.5522328964877973,0.0
7782,0.019220537975972188,131.63,0.09,1.13,47.93,2.22,0.0005156453205610452,0.026547682706814364,0.5283575862206625,0.0
7783,-0.024330143893843758,176.97,-24.59,1.61,52.88,1.52,-0.09396720142912963,0.015600687053393894,0.5977112792702849,0.0
7784,-0.021879160244225163,189.74,-7.89,1.52,54.3,-1.13,-0.027592401551533943,-0.011633655127914248,0.5146130137723733,0.0
7785,-0.03850410625095625,176.06,-33.94,1.73,53.96,-0.49,-0.12442977266777265,-0.005332154581730776,0.5818970841207046,0.0
7786,-0.003337248285837659,284.63,-64.11,1.96,66.61,-6.13,-0.1923058778421803,-0.06551383669779502,0.5493534908885956,0.0
7787,-0.003327425408949259,109.96,161.16,0.54,17.68,0.56,0.6896588300853578,0.0038448767283566017,0.3363363167635132,0.0
7789,0.8531940343048349,29.68,24.49,1.0,0.0,13.93,0.18511598229378265,0.12316570630703365,0.8566713886760647,0.0
7790,1.1639111637203892,25.73,18.78,1.05,0.27,19.86,0.1479245073725745,0.1834192598515835,0.8936526550050956,0.0
7791,1.3430173698553256,20.38,36.75,1.16,0.0,24.37,0.2599515775324881,0.2042035492498475,0.9814026590745156,0.0
7792,0.5079102726270285,18.88,22.57,0.77,0.24,13.44,0.17381940706179422,0.12268744910353785,0.6491665135011034,0.0
7793,1.0284734897272352,29.7,12.68,0.75,6.99,10.56,0.13025114111667427,0.13176338213246175,0.6192161775002486,0.0
7794,1.600670101347185,24.52,13.91,0.72,0.11,7.54,0.11340536470252507,0.07456567467307561,0.5945730126751476,0.0
7795,1.614864864864865,22.27,10.28,0.58,0.0,7.0,0.08730416688982186,0.0672868441861316,0.5095182686131353,0.0
7796,1.7540006234841443,25.44,7.46,0.55,0.0,5.53,0.06574463322784714,0.05395112206162471,0.4935112659009045,0.0
7797,0.5164375937775482,36.7,7.71,0.48,0.0,4.37,0.07226309273006362,0.04544050078193807,0.4302874339341257,0.0
7798,1.0298020460454749,32.32,9.81,0.48,0.0,2.51,0.08621178011757819,0.02445934524299716,0.432694043499476,0.0
7800,-0.9066479165763609,100.47,-27.26,0.51,20.24,-7.54,-0.2054662547409607,-0.07539488613631294,0.5133236933940075,0.0
7801,-0.4653464002624209,1273.22,-231.46,0.83,76.12,-13.77,-3.4150493157031834,-0.33405085241937826,0.5016978491667962,0.0
7802,-0.21994376857737846,115.88,-29.19,3.29,12.2,-10.13,-0.09026419067277798,-0.10040877035035473,1.0251257484351908,0.0
7803,-0.17450883296414424,91.93,-38.1,1.5,28.93,-8.81,-0.1936525612022585,-0.08049406301202901,0.8348070524630458,0.0
7804,-0.5428981319078696,81.82,0.82,1.01,30.21,-6.06,0.004911623113700423,-0.060314316096681225,0.6106397558861474,0.0
7805,-1.2435762794931038,78.36,-104.51,1.07,11.53,-17.86,-0.9872199540533864,-0.23868475833727926,0.7566156730395097,0.0
7806,-1.6733946479049593,55.24,-70.84,0.82,13.13,-13.68,-0.4463014542704432,-0.106340236237844,0.6631368257584688,0.0
7807,-0.9046240783263702,53.71,4.38,0.64,13.89,2.51,0.03396636680104675,0.025119434440432253,0.5355118955936982,0.0
7808,0.05514783889846971,121.26,-14.2,0.9,40.35,1.47,-0.07089678275956643,0.01165491500601848,0.5654083824221593,0.0
7810,-0.6037315282365336,65.94,-13.21,0.17,2.72,-6.64,-0.12505840998850665,-0.0699649870095751,0.15249138411688712,0.0
7811,-0.18424116754804032,189.88,-143.85,0.41,19.52,-9.12,-1.704644148608368,-0.15203365278121794,0.2898055978098276,0.0
7812,-1.0308430163653357,99.36,-61.61,0.32,30.47,-13.59,-0.24714759226197164,-0.12308614188839775,0.1422854320129537,0.0
7814,0.4419969836292123,90.66,8.02,0.79,15.09,3.71,0.06092447664621881,0.03580002733943929,0.6218054107453632,0.0
7815,0.9920038843344402,86.04,8.62,0.64,9.03,3.29,0.0643205651500308,0.030504229288746312,0.515521328122455,0.0
7816,0.5826345594864821,54.16,32.82,0.39,2.34,3.56,0.21211540789789005,0.02940809246082837,0.3033473559844999,0.0
7817,0.24773152777962426,63.49,6.5,0.33,1.55,2.77,0.04967265088592951,0.02762029790401355,0.2564139281883919,0.0
7818,0.15379303013789125,58.12,-1.14,0.34,0.0,-2.22,-0.009383426609433823,-0.022860447435408708,0.2743959330960753,0.0
7819,-0.3811540773245332,71.98,-29.18,0.32,1.45,-3.98,-0.2470373444239965,-0.0433085103469204,0.2491933389063465,0.0
7820,0.4814425273106343,82.67,-37.76,0.28,7.48,-8.58,-0.39825565239265975,-0.11666774917575297,0.2168122275371278,0.0
7821,0.39464968079951424,76.18,2.58,0.4,4.16,2.93,0.022503633484201004,0.0293433622679373,0.3506457686449073,0.0
7822,-0.0261342745659244,76.37,-0.85,0.27,4.22,-1.32,-0.0075667948924771035,-0.013311806276453012,0.2341392244440569,0.0
7823,0.40631805492174017,65.95,-20.97,0.35,5.13,4.16,-0.20314229638259695,0.046078409372067884,0.30884172232999385,0.0
7825,0.33691678106076456,56.62,12.4,1.59,7.59,8.1,0.07737184894652273,0.07148633194367653,1.1258768069323968,0.0
7826,0.24168356627157736,59.54,11.65,1.55,5.88,8.12,0.0849609302626452,0.07908377025407194,1.1591474108524236,0.0
7827,0.7661587680592011,60.6,9.46,1.48,7.04,6.72,0.06837374683876378,0.06351252233044083,1.1345461339307898,0.0
7828,0.3477448400128179,60.98,6.0,1.31,8.02,4.19,0.046146142355636285,0.041994892837595665,1.0088116296821996,0.0
7829,0.144039880761577,61.15,2.29,0.75,10.36,-0.88,0.022666865337415687,-0.01130877765006123,0.5757659304410477,0.0
7830,-0.040775943095676816,59.42,2.56,1.23,9.47,1.65,0.0194778274124866,0.016528722647686792,0.9326355835721566,0.0
7831,0.8408667767314693,54.12,11.71,1.48,7.29,10.25,0.0866720390351751,0.09842226132223708,1.142960225313617,0.0
7832,0.6494569061845303,43.58,11.43,1.3,5.34,9.36,0.0795954427652231,0.08186494534267065,1.0357246467068155,0.0
7833,-0.029503124682500288,56.15,6.74,1.2,6.74,4.87,0.053489028868966525,0.04751852670187445,0.97790443315522,0.0
7834,0.8074695410873358,61.5,-5.15,0.76,4.91,-6.63,-0.0432944039061752,-0.06855669805367451,0.6205001235680387,0.0
7836,1.2644730550518612,57.3,-2.93,0.64,0.0,-4.72,-0.026647233734765456,-0.048915499139110113,0.5622436404330673,0.0
7837,0.9307466652134438,55.1,0.98,0.68,0.0,1.42,0.00866282993787736,0.014296433150402318,0.59816768480075,0.0
7838,0.8954380278248248,52.27,-4.09,0.73,0.0,-5.49,-0.03691550669234976,-0.05599756425628029,0.6426898317036134,0.0
7839,1.1407037350863731,55.44,5.72,0.8,0.0,4.56,0.04979123952820833,0.04484065140833562,0.705221480801187,0.0
7840,0.6980339159536803,62.89,7.6,0.84,0.0,6.35,0.06089312725928776,0.05988146676826794,0.7159656471867484,0.0
7841,2.3843175736932407,60.79,12.43,0.81,0.0,9.39,0.10859350405094298,0.0946060414338992,0.6988843577175097,0.0
7842,0.8715041086615565,62.91,7.85,0.71,0.0,6.62,0.06988777526419539,0.06441869687633937,0.6504120417707105,0.0
7843,1.221233412841688,58.52,6.67,0.58,0.0,5.22,0.059331937495443125,0.05103116461128245,0.529456652230326,0.0
7844,0.7461188498106297,47.98,8.18,0.57,0.0,5.19,0.07121296583380346,0.050175438034138216,0.5148051844079956,0.0
7845,1.1865694814705805,44.58,7.12,0.61,0.0,6.53,0.06347464441717192,0.06441010211556734,0.5510815166056203,0.0
7847,-0.029624130441565543,32.4,9.92,5.69,37.57,9.05,0.04570012051222425,0.07881806972471794,3.010293086432458,0.0
7848,0.4461562075899177,30.49,18.29,6.59,39.37,17.89,0.08956266987803871,0.17480974123114587,3.3033076901644134,0.0
7849,-0.23511229922979954,32.91,8.79,7.41,47.27,9.12,0.03587102604406048,0.07914528004353129,3.4817235914814617,0.0
7850,0.04156226422196278,44.67,7.62,8.72,39.96,8.18,0.029451945097129933,0.07617201514687634,3.622143451171768,0.0
7851,0.14390101462797505,67.05,8.21,7.65,43.16,6.38,0.029621980522768997,0.05937938354377065,2.9623930583863336,0.0
7852,0.2354117657856402,55.85,6.11,6.21,35.51,6.33,0.027752852222703246,0.06794454353366737,2.628224606720629,0.0
7853,0.26471331333948456,81.92,7.7,4.33,37.56,4.25,0.03780732808490734,0.04250686583424864,2.125696442155665,0.0
7854,0.19689774344647973,78.41,5.5,3.38,32.81,4.32,0.028566391232209217,0.04359079237069397,1.7392854534980902,0.0
