,ocf 대 유동부채,비유동장기적합률,자기자본순이익률,자기자본회전률,차입금의존도,총자본영업이익률,총자산순이익률,총자산영업이익률,총자산회전율
19303,2.0842539801075484,-0.5966778137163534,0.611353711790393,1.3067484662576687,0.04459976701614245,1.9701492537313434,0.6214553159886771,2.1133881893657858,5.102793948397479
10718,-0.10220766757859963,-0.6493065073186778,-0.5727802037845706,-0.12883435582822084,-0.12414711266433677,0.017412935323383047,-0.5763696100788509,0.01672872994189611,0.06234983634426527
16886,0.9466718480273087,-0.39230305356066014,0.2023289665211063,-0.2883435582822086,-0.3900815443501414,0.7873134328358209,0.4611628125381184,0.8420282514773841,-0.031517836593948176
13071,-0.5160020735909553,0.3462529466586264,-1.7161572052401748,-0.08588957055214719,0.5205525045764686,-0.8967661691542289,-1.347246705716876,-0.9333733310300079,-0.4063256271385381
1689,-0.26953466987443275,2.0334411490598105,-0.3558951965065502,-0.3251533742331288,0.6976202363121984,-0.46641791044776126,-0.33926552826687556,-0.4742358097260046,-0.6583405149901215
3828,0.1627888241436918,0.4488788991831589,0.14774381368267836,-0.294478527607362,-0.25594940921950404,0.2313432835820896,0.19466675814991483,0.26938584936168886,-0.36932833984250746
2408,-0.11722662765690077,1.2376514445479967,-0.20742358078602624,0.16564417177914112,1.0014977533699452,0.0037313432835821207,-0.2663485353060149,0.0316443664710023,-0.457431663391022
2386,-0.14563511951615532,0.5291376569267036,-4.30349344978166,1.7116564417177917,0.24430021634215343,-1.287313432835821,-1.6689959905640146,-1.4227884097131176,-0.0992368094626165
2968,0.9261126351380506,0.5725563291486213,-0.1644832605531296,-0.8466257668711656,-0.12547844899317687,-0.10696517412935323,-0.05876073579185361,-0.12574558878231806,-1.1984158149135529
7936,0.9160210499502427,-0.22191765802313485,1.1819505094614269,0.22699386503067492,-0.04360126476951235,1.7798507462686568,1.0738754231768837,1.5699257078597206,0.47132922391947435
6900,-0.282640591357774,0.450194616523217,0.20960698689956334,0.21472392638036816,0.8663671159926777,-0.2985074626865672,0.010922397591207788,-0.31487801486268097,-0.16668500592472993
5743,-0.23437479596171204,0.11380954991502656,-0.3951965065502184,-0.23312883435582818,0.0865368613746048,-0.2972636815920398,-0.3705534094480823,-0.3067834579403535,-0.3260345218329379
340,0.5280312464947066,0.34186722219176596,0.7743813682678313,-0.4294478527607362,-0.30787152604426693,-0.19029850746268656,0.9808919553812615,-0.20477910112166023,-0.4359620754148903
16287,0.6137443433173981,-0.721890247245217,0.5662299854439593,0.07361963190184057,-0.5691462805791312,0.7649253731343284,0.48715593567559595,0.6964513199546145,0.132017543341265
10226,0.10087670557213158,0.5135683350693494,0.5138282387190685,1.1717791411042946,0.42569479114661335,0.27611940298507465,0.15295408910880814,0.21992871444925596,0.6903815639563554
16485,0.5655047837041962,0.05394441094238242,-0.18122270742358082,-0.12269938650306747,-0.23930770510900312,-0.31716417910447764,-0.1633857590513536,-0.3347854008169548,-0.06856244215378832
3658,-0.13649912822957075,0.16665752974069395,-0.3733624454148472,-0.3067484662576687,-0.3441504410051589,-0.7810945273631841,-0.3448838323874621,-0.8208647771509108,-0.13847541911068245
